img	stops sequence (lon, lat)
1070.png	(-76.54355863769531, 43.44579854680094)	(-76.54218534667969, 43.44766797526242)	(-76.54132703979492, 43.44692021081077)	(-76.53840879638672, 43.448415730470124)	(-76.53566221435547, 43.450035835041575)	(-76.53257230957031, 43.451531277667854)	(-76.52965406616211, 43.453026683318114)	(-76.5263925, 43.45402359987599)	(-76.52261594970703, 43.45414821329022)	(-76.51901106079102, 43.454397439348334)	(-76.51712278564453, 43.45489588838322)	(-76.5205560131836, 43.45427282644767)	(-76.52433256347656, 43.45414821329022)	(-76.52793745239258, 43.45389898620498)	(-76.53085569580078, 43.452403602124136)	(-76.53377393920898, 43.450908181067184)	(-76.53669218261719, 43.44928809986244)	(-76.53961042602539, 43.44779260177231)
1084.png	(-76.14587934399414, 43.04314245241414)	(-76.14587934399414, 43.04038233644549)	(-76.14587934399414, 43.04126056863182)	(-76.14536435986328, 43.04389518976419)	(-76.14227445507812, 43.044397009533135)	(-76.14175947094726, 43.044397009533135)	(-76.14261777783203, 43.042138788247065)	(-76.14227445507812, 43.039504091688116)	(-76.14227445507812, 43.037998500000015)	(-76.14261777783203, 43.04063326121006)	(-76.14330442333984, 43.04276608027564)	(-76.14313276196289, 43.04276608027564)	(-76.14261777783203, 43.04514973148991)	(-76.14519269848633, 43.044397009533135)	(-76.14536435986328, 43.04678059737835)	(-76.14536435986328, 43.045024278471836)
1095.png	(-75.22030558203123, 43.10169805217175)	(-75.21687235449217, 43.100820685585965)	(-75.21361078833006, 43.09981796552118)	(-75.21034922216795, 43.09868988581932)	(-75.20708765600584, 43.097687130858596)	(-75.20382608984373, 43.0965590118989)	(-75.20399775122068, 43.09668435947633)	(-75.20725931738279, 43.097687130858596)	(-75.2105208835449, 43.09881522903476)	(-75.21378244970701, 43.09981796552118)	(-75.21704401586912, 43.100946024439416)
110.png	(2.1397913332519636, 41.42009648641229)	(2.140649640136729, 41.418937948617845)	(2.140306317382823, 41.42035393644887)	(2.1411646242675886, 41.42279966089407)	(2.14288123803712, 41.424730430918814)	(2.1423662539062605, 41.42511657803464)	(2.1435678835449323, 41.42756212310748)	(2.144597851806651, 41.429750164305254)	(2.14562782006837, 41.432195534850074)	(2.1468294497070417, 41.43425472281093)	(2.1478594179687605, 41.43554168211517)	(2.14562782006837, 41.43386863004396)	(2.14562782006837, 41.43193813176204)	(2.144426190429698, 41.43193813176204)	(2.144597851806651, 41.42987887031459)	(2.1440828676757917, 41.42884921509553)	(2.143052899414073, 41.42640371850234)	(2.142022931152354, 41.42485914687924)	(2.141851269775401, 41.424215564525575)	(2.140649640136729, 41.4217698934069)
1106.png	(-87.62149922216797, 41.901352050934854)	(-87.61892430151367, 41.89994660023238)	(-87.61755101049805, 41.89777447921133)	(-87.61600605810547, 41.89547450583661)	(-87.61446110571289, 41.8935577980855)	(-87.61617771948242, 41.895730062524144)	(-87.61892430151367, 41.896880054963546)	(-87.62081257666016, 41.896880054963546)	(-87.6180659946289, 41.896880054963546)	(-87.6180659946289, 41.89841334600461)	(-87.61943928564453, 41.900585445295526)
1125.png	(-72.82509450805665, 41.455125339788985)	(-72.82337789428712, 41.456411885211054)	(-72.82028798950196, 41.455125339788985)	(-72.81719808471681, 41.45396742709059)	(-72.8142798413086, 41.452552172388756)	(-72.8113615979004, 41.45113688680959)	(-72.80861501586915, 41.44946423677116)	(-72.805525111084, 41.44843489223535)	(-72.80432348144532, 41.44637615416924)	(-72.80466680419923, 41.44367396132105)	(-72.80483846557618, 41.44097165594083)	(-72.80501012695314, 41.43839792714877)	(-72.8029501904297, 41.43762578860794)	(-72.79986028564454, 41.438783992974415)	(-72.79694204223634, 41.44007086247386)	(-72.7948821057129, 41.44200111887848)	(-72.79316549194337, 41.44418867339668)	(-72.79471044433595, 41.44225848206117)	(-72.79659871948243, 41.440199548020374)	(-72.79951696289064, 41.43891268107262)	(-72.80260686767579, 41.43775447900266)	(-72.80380849731446, 41.4362101774249)	(-72.80346517456056, 41.4358240962892)	(-72.80621175659181, 41.43685364088106)	(-72.80964498413087, 41.43646756357286)	(-72.81290655029298, 41.435695402066976)	(-72.81067495239259, 41.436338870626464)	(-72.80724172485353, 41.43672494870016)	(-72.80483846557618, 41.43762578860794)	(-72.80483846557618, 41.440199548020374)	(-72.80466680419923, 41.44290188555236)	(-72.80449514282228, 41.4456041105527)	(-72.80380849731446, 41.448048883823944)	(-72.80054693115235, 41.44714818859939)	(-72.79728536499024, 41.447276860111295)	(-72.79419546020509, 41.44599013350927)	(-72.79127721679689, 41.444703381389516)	(-72.7919638623047, 41.44508940970479)	(-72.79505376708985, 41.44637615416924)	(-72.79814367187501, 41.447276860111295)	(-72.80140523803712, 41.44740553136802)	(-72.80380849731446, 41.448563561195456)	(-72.80432348144532, 41.448048883823944)	(-72.80672674072267, 41.448820898350135)	(-72.80964498413087, 41.450107568812655)	(-72.80672674072267, 41.450750894474616)	(-72.80346517456056, 41.45152287684794)	(-72.80535344970704, 41.45100822295312)	(-72.8087866772461, 41.450493564975375)	(-72.81170492065431, 41.451265550410895)	(-72.81445150268556, 41.45268083318303)	(-72.816511439209, 41.45371011035056)	(-72.81908635986329, 41.4547393711862)	(-72.82217626464845, 41.45602592426391)	(-72.82372121704103, 41.457569754272285)	(-72.82440786254884, 41.45654053834973)
1134.png	(-73.05527433593751, 41.56659596493668)	(-73.0545876904297, 41.56402722439393)	(-73.05372938354493, 41.56158682628737)	(-73.05269941528321, 41.559146336016205)	(-73.05029615600587, 41.55850408641622)	(-73.04686292846681, 41.55786183043374)	(-73.0436013623047, 41.55696266133568)	(-73.04566129882814, 41.55760492625365)	(-73.04892286499025, 41.558247184789124)	(-73.05218443115236, 41.558118733592636)	(-73.05338606079103, 41.55760492625365)	(-73.05287107666017, 41.559531682712574)	(-73.05390104492189, 41.5619721584315)	(-73.05475935180665, 41.56441254198568)	(-73.05510267456056, 41.56698126720996)	(-73.05424436767579, 41.56942146158093)	(-73.05304273803712, 41.57186156378426)	(-73.05184110839845, 41.574301573819035)	(-73.05063947875978, 41.576741491684295)	(-73.04978117187501, 41.57918131737911)	(-73.04995283325196, 41.578539266921986)	(-73.05098280151368, 41.5760994169717)	(-73.05218443115236, 41.57365947485121)	(-73.05338606079103, 41.571219440561464)	(-73.0545876904297, 41.568779314103395)
1138.png	(-72.80492518530272, 41.5371008302158)	(-72.80183528051757, 41.53722932317721)	(-72.79891703710936, 41.536843843527144)	(-72.79634211645507, 41.535173405161444)	(-72.79342387304686, 41.533759923617225)	(-72.79153559790038, 41.53363142376338)	(-72.7903339682617, 41.53568739079201)	(-72.78878901586913, 41.53800027558485)	(-72.78724406347655, 41.54031307766757)	(-72.78621409521483, 41.54198338328831)	(-72.78810237036132, 41.542111866549085)	(-72.79119227514647, 41.54108399331498)	(-72.79445384130858, 41.54018459083285)	(-72.79720042333983, 41.53915668696503)	(-72.79411051855467, 41.54031307766757)	(-72.79084895239257, 41.54121247836272)	(-72.78810237036132, 41.54236883230479)	(-72.78690074072264, 41.54108399331498)	(-72.78827403173827, 41.538771218802474)	(-72.78981898413085, 41.536458361579584)	(-72.79170725927733, 41.53427392047987)	(-72.79462550268553, 41.53427392047987)	(-72.79754374609374, 41.535815886561466)	(-72.80011866674803, 41.53722932317721)	(-72.7984020529785, 41.5386427289044)	(-72.80029032812499, 41.5378717841551)	(-72.8013202963867, 41.53735781588334)	(-72.80320857153319, 41.538257257678495)
1139.png	(-72.81573966137698, 41.51467317636794)	(-72.81488135449221, 41.5169868124687)	(-72.81367972485354, 41.51942889418612)	(-72.81247809521487, 41.52187088375542)	(-72.81024649731448, 41.52405574368137)	(-72.8087015449219, 41.52636904437158)	(-72.80887320629886, 41.528810772040956)	(-72.80852988354495, 41.53150941646285)	(-72.80818656079104, 41.534207948310204)	(-72.80681326977542, 41.53639239163794)	(-72.80767157666018, 41.53754883176767)	(-72.80801489941409, 41.53510743390919)	(-72.808358222168, 41.53240893958699)	(-72.8087015449219, 41.529710332689795)	(-72.80852988354495, 41.52726863897098)	(-72.80938819042971, 41.524826853100954)	(-72.8116197883301, 41.522770540894385)	(-72.81316474072268, 41.52045711155196)	(-72.81453803173831, 41.518015068633645)
1145.png	(-72.70019863769531, 41.75846962388425)	(-72.69676541015625, 41.75834157141866)	(-72.69350384399414, 41.75898183119149)	(-72.69316052124023, 41.76167085248305)	(-72.68989895507812, 41.76167085248305)	(-72.69213055297851, 41.76192694387215)	(-72.69298885986328, 41.76231107903945)	(-72.694018828125, 41.76410367941407)	(-72.694018828125, 41.76538407759133)	(-72.69453381225586, 41.763847596712445)	(-72.69710873291015, 41.76205498918343)	(-72.69710873291015, 41.76141476007191)	(-72.69573544189453, 41.763079342475194)	(-72.69367550537109, 41.76295129920802)	(-72.69316052124023, 41.76039038020684)	(-72.69470547363281, 41.75834157141866)	(-72.69848202392578, 41.75834157141866)
115.png	(2.1187677167968673, 41.405505781068406)	(2.1215142988281173, 41.406922061719925)	(2.1235742353515548, 41.40872455608253)	(2.125462510498039, 41.41026951144934)	(2.1276941083984298, 41.41142820386398)	(2.129582383544914, 41.412973094936)	(2.132328965576164, 41.41451794926781)	(2.134732224853508, 41.413230573209376)	(2.136448838623039, 41.41091323200885)	(2.137478806884758, 41.408982051195025)	(2.1386804365234298, 41.406535806422006)	(2.139023759277336, 41.40602079578626)	(2.137650468261711, 41.408467059949494)	(2.1366204999999923, 41.41026951144934)	(2.1352472089843673, 41.41258687561239)	(2.1342172407226485, 41.41477542141779)	(2.1373071455078048, 41.41593403346316)	(2.138852097900383, 41.41812246649533)	(2.1385087751464766, 41.41760754770977)	(2.137478806884758, 41.41606276685915)	(2.1355905317382735, 41.41503289254721)	(2.132157304199211, 41.41451794926781)	(2.129410722167961, 41.4128443554166)	(2.126835801513664, 41.411041975355346)	(2.1249475263671798, 41.409883276051985)	(2.122715928466789, 41.40795206462179)	(2.1206559919433516, 41.406407054145774)
