img,buses,my_route_avg,my_route_buses,my_route_duration,gtfs_route_avg,gtfs_route_buses,gtfs_route_duration,no_bus_equal_trips,total_trips
148.png,3,2140.1572184599154,28,5193.6424050632895,2180.971103059072,11,3258.9284810126574,68,100
1505.png,3,1525.6070334388187,9,5485.075949367089,1392.8280887130795,33,461.6843881856539,60,100
1508.png,3,1981.5068118143452,3,961.0027426160336,1986.9405689170173,7,1794.0616033755275,90,100
1551.png,3,2040.432028656821,35,1731.1603375527422,1906.0141649789023,45,2018.8687763713078,48,100
1587.png,3,1429.3942682489446,18,767.3312236286919,1317.3378202883262,26,1781.3162447257382,64,100
1607.png,3,2121.9256086849514,29,217.58270042194096,2039.6934029184256,20,1178.5394514767931,58,100
1617.png,3,1746.7341678621663,22,2718.7913502109704,1746.018072784811,19,1382.0215189873416,61,100
164.png,3,2001.2741987341763,51,4561.576793248945,2059.906991455695,38,3504.5303797468355,43,100
1647.png,3,1997.1545436708866,21,624.3289029535865,1882.3333407173,38,4420.594303797467,51,100
1675.png,3,2164.65715485232,21,4873.504219409282,2197.787826230661,17,2654.9464135021094,69,100
1697.png,3,1892.783310267229,17,5721.60611814346,1881.879865189873,40,1690.0822784810123,53,100
1702.png,3,1647.3475779184255,25,841.2573839662447,1492.8529581223638,32,2317.1012658227846,68,100
171.png,3,1777.1592649085799,26,2979.3320675105483,1676.1655122362872,42,3263.019409282699,55,100
1715.png,3,2542.7105347046418,2,7953.080379746835,2174.606142334739,47,2937.734599156118,53,100
1716.png,3,2019.0454361814345,21,2836.204430379747,2041.799783227849,17,4780.817721518986,66,100
1720.png,3,1748.1081938818575,9,4037.576160337553,1606.4475349156119,36,1734.8691983122362,58,100
1721.png,3,1848.8897705696204,25,2636.6449367088603,1761.8791533403657,29,3773.766666666666,55,100
1738.png,3,2139.170051336147,22,1549.2364978902954,1963.564035583685,53,1318.173839662447,41,100
1742.png,3,1837.010784810126,14,2476.7588607594935,1712.5435660337553,33,1955.1392405063286,60,100
1744.png,3,1836.8906933192688,23,1615.1881856540085,1898.219495288327,17,918.0827004219409,75,100
1756.png,3,1805.625989345991,23,1591.0132911392404,1630.724123101266,46,1934.1354430379743,43,100
1760.png,3,1979.77174799578,1,856.8829113924049,1904.4916954641346,23,1586.6430379746835,76,100
1767.png,3,1555.5914251758088,40,2183.1687763713076,1459.8626814697607,46,1741.6869198312233,46,100
1771.png,3,1772.817526793249,36,2140.627004219409,1749.9437063291139,39,1997.0166666666669,44,100
1775.png,3,1640.3425504922648,34,2925.979535864979,1664.6454435654007,22,1645.9537974683542,59,100
1782.png,3,2443.2831138888882,2,9925.03691983123,2191.4195177215183,48,1740.7959915611812,52,100
1785.png,3,2177.0302524261606,6,7669.868565400843,1896.2234150843876,29,2207.3689873417725,71,100
1787.png,3,2009.462928270042,5,8306.763291139237,1941.3762089662453,33,1618.290506329114,64,100
1793.png,3,2165.1229928973275,4,7240.008649789031,1981.6845847046416,37,3692.1626582278477,62,100
1808.png,3,1923.0550008087218,32,3338.0489451476797,1943.8839164556966,22,4179.261392405063,64,100
1818.png,3,1970.594720288326,14,1737.7073839662448,1934.1127488748232,10,4117.660970464134,82,100
1842.png,3,1767.9916603375539,13,3571.3132911392418,1545.4221754219411,36,2576.3421940928274,61,100
1846.png,3,1932.3781841772145,37,2065.9367088607596,1870.0023859704638,36,2615.816455696202,54,100
1849.png,3,1752.3340159282698,21,1714.2559071729959,1760.4208061181434,30,750.0324894514769,58,100
1857.png,3,2002.5322415611806,32,2238.5778481012658,1962.2957509845285,29,2097.0852320675112,54,100
1878.png,3,1655.7917071026723,29,4768.79092827004,1554.5331539029537,45,1430.5457805907172,50,100
189.png,3,1851.8909872714485,40,753.1293248945149,1844.1432811181442,28,4593.153164556963,47,100
1913.png,3,1645.5549341420535,8,1099.9172995780589,1481.8758048171596,32,2548.670464135021,61,100
1923.png,3,1561.0492313291134,36,2069.268987341772,1553.0402536919833,36,2805.5111814345987,39,100
1942.png,3,1534.4920537974683,24,2689.650843881857,1528.2940269690578,20,1061.5729957805906,60,100
1947.png,3,1493.6239489099855,40,1871.394725738396,1570.3335458509146,16,5285.352320675106,60,100
1949.png,3,1468.8244868846698,32,2111.7926160337556,1465.9252736286917,29,2715.2575949367088,63,100
1952.png,3,1585.3890911040787,13,2329.7770042194093,1557.4648539381162,25,5580.543881856538,68,100
1957.png,3,1422.8426677566802,22,4648.100843881857,1209.0688092827002,51,2158.9812236286916,49,100
1986.png,3,2253.8230104430386,24,2178.6088607594934,1902.611532067511,54,2425.154008438818,40,100
2.png,3,2131.8340830872007,23,1251.6852320675105,2083.1122766877634,17,2400.348101265822,70,100
2001.png,3,1229.9562199367087,20,3069.532911392405,1266.9795351617438,19,1241.548312236287,70,100
2008.png,3,2173.402764662448,8,7194.783544303794,2157.885299261604,12,4441.58312236287,81,100
2029.png,3,1756.4135715893105,7,919.8308016877636,1562.7712026371303,42,3203.9107594936704,57,100
2035.png,3,1574.168122749648,14,3344.0521097046417,1459.4618993670883,36,1363.5170886075948,57,100
2044.png,3,2384.435233333335,39,1660.0046413502105,2447.9095291139256,15,1656.9299578059072,59,100
2046.png,3,1731.0814376582282,24,4575.1042194092815,1633.7250302742625,39,1988.2989451476792,55,100
2051.png,3,1957.7536729957806,7,1593.5430379746833,1725.8356036919838,42,1410.1122362869198,56,100
2054.png,3,1893.656246940929,27,3725.724261603375,1812.0775478199728,52,2064.742616033755,41,100
207.png,3,2524.718604746836,36,4134.9282700421945,2613.8762270745433,17,3663.102109704642,61,100
2088.png,3,1499.0326533052043,2,7726.523839662448,1484.6585690928277,12,987.54388185654,88,100
2091.png,3,1841.2649573136428,25,1123.585654008439,1759.6913020393806,32,2448.708649789029,48,100
2095.png,3,2199.762896413502,6,1379.8702531645567,2104.0831235232067,33,875.6569620253165,61,100
2113.png,3,2030.859133016878,30,1836.2405063291137,1973.3825709212385,37,2161.203375527426,49,100
2145.png,3,1507.3696232770756,32,874.2818565400844,1446.7691132911395,38,2342.8930379746826,45,100
2157.png,3,1730.8949847398035,13,3082.77552742616,1709.1864679324897,21,460.7464135021097,69,100
2182.png,3,2851.544882594937,27,872.9767932489451,1923.079001441631,55,2354.5668776371303,38,100
2233.png,3,3171.1355002812948,10,1537.2276371308014,3136.9790181434596,13,1824.4215189873419,78,100
2234.png,3,2062.532317510548,18,986.0902953586498,1900.5184918776365,40,1632.5044303797467,55,100
2255.png,3,2040.3510946554147,53,4538.760548523205,1997.8966808368489,47,1947.2808016877639,39,100
2273.png,3,1377.4033270042194,51,4121.043881856541,1528.3890353375534,39,2323.9822784810126,43,100
2277.png,3,1547.8963627988746,70,4121.043881856541,1824.964937763713,43,2323.9822784810126,30,100
2278.png,3,1434.261200492265,56,4121.043881856541,1613.2504093881862,44,2323.9822784810126,41,100
2284.png,3,1559.3477043952182,65,4121.043881856541,1841.3304050632903,39,2323.9822784810126,30,100
2291.png,3,1356.9994402601965,25,856.0561181434598,1360.100623839662,15,2695.3240506329116,65,100
2292.png,3,1632.9495134669473,23,4307.087552742616,1550.7711342827001,41,3092.585443037975,56,100
2303.png,3,1796.930891033754,51,1548.6829113924048,1871.5585342123768,41,3175.564978902954,40,100
2315.png,3,1444.2080486286914,23,789.4886075949366,1389.0880603375524,24,2396.8748945147677,66,100
2319.png,3,1727.7269862869193,33,5098.675527426159,1703.7308208860766,30,3147.387341772151,59,100
2320.png,3,1656.0373889943742,23,4793.054008438819,1638.0110036216595,26,1905.2364978902951,63,100
233.png,3,1488.7766503164557,27,1432.643248945148,1514.4073088607597,24,1900.9493670886075,62,100
2337.png,3,1964.754254008439,33,1280.4786919831222,1942.0660768284113,34,3516.856540084388,41,100
2338.png,3,1901.0822660337549,5,7249.853164556964,1776.9750738396624,35,3216.2848101265818,65,100
2345.png,3,1815.271788677918,22,1591.3637130801685,1741.8202148734188,48,4130.487130801689,43,100
2350.png,3,1813.5937174753867,16,3223.9080168776372,1776.6046555555558,28,1522.4675105485233,67,100
2353.png,3,1940.9805332278481,36,2722.100421940928,1910.1112701476793,39,2000.3656118143458,48,100
2360.png,3,2309.5337195147677,24,4688.194303797469,2212.632076054852,34,3717.8867088607594,52,100
2361.png,3,2133.721470112517,40,3774.7959915611823,2138.891186849507,34,3272.60970464135,50,100
2363.png,3,1959.1129079817154,8,3888.910337552743,1822.1882554852318,40,2232.151898734177,55,100
2375.png,3,1664.5757671940926,51,1405.4856540084386,1763.144881751055,20,2905.3012658227844,35,100
2377.png,3,2034.1806242616035,43,3607.7772151898744,1870.4540323136434,52,2505.4888185654004,42,100
2381.png,3,1879.1760309774968,37,2199.249156118143,1887.616825527426,45,2901.066666666667,46,100
240.png,3,1628.8132361814344,33,1079.937974683544,1710.4910845991556,26,4779.811392405063,51,100
2411.png,3,2244.0115262658223,33,5180.209704641348,2289.1427693741216,29,2719.337552742616,57,100
2422.png,3,2449.112782419127,7,2971.726793248945,2457.49502802391,2,3373.468565400843,93,100
2427.png,3,2322.495364240506,45,3030.161181434599,2516.7687321026724,22,4194.875527426161,52,100
2462.png,3,2049.630387623066,19,5246.564978902953,2099.1385901898734,15,3275.1691983122355,72,100
2474.png,3,1102.8914636427571,52,1725.3508438818567,1043.9180660337556,50,1778.5658227848105,46,100
2476.png,3,1456.757691244726,19,3720.481012658228,1470.7047543248948,7,1768.2803797468355,79,100
2479.png,3,1194.01481895218,2,6857.645780590717,1181.4723688466947,8,1717.0590717299576,90,100
2487.png,3,1661.885650773559,4,7527.155907172994,1571.0207115682142,28,870.114345991561,71,100
2488.png,3,1005.1349291490859,40,702.6090717299578,1063.9314910337553,5,1036.4341772151897,59,100
2492.png,3,1553.9799575949364,39,3451.056540084388,1637.2835422995784,24,2769.5149789029547,51,100
2498.png,3,1451.1139635021093,12,1467.3487341772152,1406.3656380801685,29,1523.5715189873415,66,100
2518.png,3,1726.6391022151895,12,4105.786286919832,1680.686923558368,17,2590.2371308016877,77,100
2533.png,3,1241.1303085443035,28,3186.162025316455,1314.0498580168776,9,1345.1995780590712,71,100
2539.png,3,1852.6707892405063,6,4437.264767932489,1855.577987447258,3,976.1094936708862,91,100
2540.png,3,1287.8431589310835,13,1756.0928270042193,1232.6428088255986,38,480.10717299578056,56,100
2572.png,3,1479.5541235232063,33,1642.1424050632913,1528.5249074894514,9,3049.4512658227845,64,100
2574.png,3,736.0349314345996,14,1323.6221518987343,738.9857966244729,6,797.9599156118143,86,100
2575.png,3,1499.2239639943748,2,5805.319831223628,1427.3952206047823,28,1902.6172995780591,70,100
2579.png,3,921.6347537974683,5,686.0088607594937,919.7693193037974,3,1510.131434599156,95,100
2583.png,3,1724.1253809423338,41,3512.040295358649,1842.3026571378339,16,1722.2282700421943,59,100
259.png,3,1020.8646248945148,13,5110.944303797468,928.1089272855138,31,2637.5548523206753,69,100
2598.png,3,1470.901720745429,19,1602.0021097046415,1494.5084487341767,3,1429.5426160337552,80,100
2615.png,3,1848.3040011251762,4,8127.957383966244,1860.4445774613225,1,1667.2628691983123,95,100
2617.png,3,1262.9936586146273,50,1052.150210970464,1186.653616877637,44,1103.5227848101265,50,100
2621.png,3,1133.4796085443036,3,5184.068776371308,1132.764509036568,1,687.775105485232,97,100
2647.png,3,1465.4622205696203,18,2348.024894514768,1458.734231575246,5,1601.0175105485234,79,100
2670.png,3,1860.111793213784,2,3072.317299578059,1814.5545304852328,9,1591.5628691983122,89,100
2672.png,3,1080.5013407172999,15,4293.201687763713,1026.1011527426165,10,1404.0632911392404,85,100
270.png,3,1979.6929342827007,29,4919.938607594938,1921.3026238396624,29,1618.103164556962,57,100
2702.png,3,1056.6579802039385,29,2422.0789029535863,1008.9747409282703,29,897.3316455696202,65,100
2711.png,3,2036.0047219409278,30,5145.771097046412,2084.6875951476795,33,965.9476793248945,54,100
2717.png,3,1728.8910835091433,22,2303.985864978903,1778.4338710970471,1,543.1531645569621,77,100
2729.png,3,2463.532969831224,13,4717.463291139238,2439.475373101266,21,2267.947257383966,73,100
2738.png,3,2344.414513466949,32,3284.5217299578053,2112.1004982067516,48,3985.5362869198307,46,100
2761.png,3,1614.8231439170188,16,4341.620042194091,1608.7990262306612,38,761.7552742616033,56,100
2772.png,3,2832.734612482419,25,3404.1812236286914,2797.2168523909986,20,5109.125527426159,61,100
2778.png,3,1709.2142151898743,47,1508.8208860759494,1726.0395259845284,55,3066.121729957805,43,100
2783.png,3,2131.826204219409,19,7272.634810126584,2044.9503512306605,28,6476.501687763716,71,100
2784.png,3,1733.494900070324,1,7700.088396624474,1725.7497684599161,3,8125.933966244728,97,100
2788.png,3,1568.40672521097,27,1933.0459915611816,1489.6060931786217,41,4397.842827004219,55,100
279.png,3,1670.982425000001,0,9744.623839662445,1601.1265287974688,27,1913.0888185654005,73,100
2790.png,3,2175.5283899437404,35,692.3805907172996,1897.3760841772146,43,5748.539240506327,47,100
28.png,3,2069.2645933192694,59,1450.0109704641347,2264.156628516175,14,3714.1124472573833,39,100
2831.png,3,1924.0272665611808,45,2004.4455696202529,2100.748746343179,10,478.5489451476793,52,100
2846.png,3,1860.687553375527,39,2204.9405063291138,1862.411953797468,42,2339.221308016878,29,100
2852.png,3,2490.4088426160333,10,4840.470886075949,2403.2274616033746,27,2500.9955696202533,71,100
2867.png,3,2444.3599014767938,9,3974.8647679324886,2391.802599261604,12,2189.6379746835446,85,100
2877.png,3,2891.794635232068,31,1586.5917721518986,2773.930382032349,28,3645.630168776372,59,100
2890.png,3,2760.6497084036555,17,1139.1786919831225,2445.4703365330515,40,3596.0856540084387,53,100
2896.png,3,1624.5297743319272,25,2427.295991561182,1607.0379292194093,33,1458.4402953586496,58,100
292.png,3,1818.3639619549933,34,986.7540084388183,1899.6065611462732,23,1664.853375527426,50,100
2920.png,3,1790.782621097047,45,3186.6713080168774,1975.439870112518,28,5192.796624472575,46,100
2931.png,3,2275.815925843883,37,5056.710126582278,2072.2348136075957,48,3597.6957805907173,42,100
2932.png,3,1952.0576236286922,7,7521.7335443037955,1674.6003323488048,55,2289.8035864978897,45,100
2941.png,3,1870.6872259845288,26,4280.352320675105,1792.6972290084386,40,2814.079746835443,57,100
2955.png,3,1708.7816781645568,45,2425.381012658227,1708.084942088607,52,2720.239240506329,35,100
2967.png,3,2241.0545651195503,20,9088.463080168773,1971.719694092828,50,2075.808227848101,50,100
2974.png,3,2072.807615260198,5,6497.612236286918,2044.4283699718708,23,1174.0137130801688,75,100
2984.png,3,1984.0878769690573,8,307.6103375527425,1956.5992064345983,14,1406.0873417721518,78,100
2985.png,3,1860.6680862869207,3,287.1278481012658,1790.5970103375532,24,1627.7729957805905,73,100
2997.png,3,1949.654557841069,14,647.6238396624474,1868.4168099859353,29,2030.1597046413501,71,100
3007.png,3,1778.2944591772155,12,4813.421518987343,1674.7350825949368,42,3692.9921940928266,55,100
3010.png,3,1599.5708084036573,22,1436.143459915612,1533.2624070675104,27,1533.9175105485233,65,100
3011.png,3,1821.044454043601,19,3729.1869198312233,1629.8437213080172,40,3278.421518987342,57,100
3015.png,3,1710.4928221518996,33,2314.194514767932,1739.65289131505,26,3674.8008438818556,57,100
3028.png,3,2313.3282812587895,1,8453.998945147681,1792.5917054500708,65,1955.0223628691983,35,100
3030.png,3,1927.241196659635,17,5241.583333333333,1803.3739368143463,51,504.16708860759496,48,100
3041.png,3,2365.711105309424,13,7549.738185654005,2275.904743987342,41,3258.36582278481,55,100
3052.png,3,1530.3857410689168,11,1583.6789029535869,1373.3611429324897,46,1473.111392405063,50,100
3060.png,3,1872.3628101265817,44,3422.0037974683537,1997.6595546765113,19,2801.631223628692,47,100
307.png,3,2106.3995324894504,57,4992.751898734176,2198.490370956401,55,2683.3105485232063,28,100
3076.png,3,1823.6579796765125,40,3884.023628691984,1849.2701975738403,48,1036.5295358649792,41,100
308.png,3,1871.5063023909993,8,5586.028691983123,1748.7784950773557,40,1969.1065400843881,57,100
3082.png,3,1864.92997176512,26,4184.50105485232,1863.1859273558368,25,2444.760337552743,60,100
3086.png,3,2609.0903665611813,57,2025.218987341772,2699.215135970463,27,6674.600210970465,41,100
3088.png,3,1851.8117344233476,41,4468.167510548523,1948.7901399789037,21,2198.513080168776,58,100
31.png,3,2767.1239425105473,57,4480.097257383965,2760.7131689170174,56,7659.423839662444,37,100
3110.png,3,1942.5791850562593,52,3153.198945147679,2139.503117756682,16,1471.2381856540087,47,100
3131.png,3,1733.9563177918428,23,1071.8647679324895,1540.5845951125175,47,2132.302109704641,51,100
3136.png,3,1580.8241625879039,61,1193.3628691983124,1692.2411204289738,53,1128.990717299578,27,100
3139.png,3,1764.6403900492264,22,666.942194092827,1694.212589592124,40,2264.507805907174,51,100
3145.png,3,1861.3358691279884,17,1376.5023206751055,1827.9579319620252,30,1750.3525316455696,64,100
3183.png,3,1438.7441468706038,10,4642.708438818565,1364.1338969409283,24,1924.9483122362872,71,100
3185.png,3,1881.242846308018,18,4110.368565400843,1895.2204361814354,30,975.6135021097048,59,100
3197.png,3,1735.4713901547113,26,2037.6616033755274,1654.943612412095,38,2867.618565400845,59,100
3206.png,3,2015.665783860761,32,2384.217299578059,2057.0024518635737,26,3579.5388185653997,55,100
3226.png,3,1658.3935115330519,16,5113.085021097047,1464.4359944444448,44,2896.12194092827,56,100
3238.png,3,2056.7047965189877,19,3064.5582278481,2020.3181283755277,12,1625.057594936709,74,100
3245.png,3,2368.7929794303795,24,6134.545569620252,2411.81181251758,7,1365.3738396624472,76,100
3274.png,3,993.4755486286921,45,721.6084388185653,1002.6547478902946,36,885.9770042194091,49,100
3278.png,3,2032.6441694444445,29,5373.346624472573,1883.8928631504928,50,1977.0983122362863,50,100
3280.png,3,1771.4189339662448,32,3644.494303797469,1648.5358719057665,46,1879.8238396624467,45,100
3286.png,3,1778.26969497187,13,4412.144514767932,1712.1727480309426,26,3379.547890295358,67,100
3288.png,3,1945.1059565400844,4,7565.729746835444,1903.827978481013,23,4612.17341772152,77,100
3293.png,3,1913.9955222573847,9,1955.6926160337548,1855.6085161392405,18,1432.6964135021099,76,100
3317.png,3,1595.93639416315,10,3398.0554852320683,1466.5584888888882,31,2044.5080168776365,67,100
3318.png,3,1926.3917201125182,11,4911.771729957804,1903.8334912095638,23,1407.3090717299579,71,100
332.png,3,2071.6211616736996,38,3951.6856540084386,1926.8321511603374,45,2174.029746835443,47,100
3324.png,3,1964.1051779535876,46,1150.5373417721519,2109.635599894516,3,1026.3552742616034,52,100
3329.png,3,2084.546169409283,30,4366.854219409282,2010.2605814697606,40,1477.1533755274259,51,100
3342.png,3,1848.4088399437414,26,5227.067932489451,1713.9672423699012,47,1617.601476793249,51,100
3350.png,3,2022.2841656118146,24,6085.931856540084,1879.7873168073138,41,1488.9289029535864,46,100
3352.png,3,1800.7243966596338,44,4284.736497890294,1835.767821097046,48,1983.7424050632912,39,100
3381.png,3,2502.0026166666685,0,9596.472573839663,2260.4799128691993,45,3230.242616033755,55,100
3383.png,3,2689.9681631856547,55,1756.6360759493673,2820.009478481014,49,4157.5151898734175,42,100
3387.png,3,1796.8547203938122,47,1591.8561181434602,1648.808082700422,51,2866.5390295358643,46,100
3391.png,3,2762.0222433544295,26,2076.3373417721523,2621.0741929324904,22,4474.443670886076,59,100
3392.png,3,2284.7108293600572,17,1636.5147679324891,2310.669650632912,2,8310.144303797466,81,100
3396.png,3,1127.3538020042195,38,3129.6575949367093,1094.5332565400847,27,2875.5641350210967,61,100
342.png,3,2139.5418454641344,36,6764.278902953584,2128.804853797468,33,3129.883122362869,54,100
343.png,3,1970.1594889240507,9,10058.848734177212,1962.027123206752,15,3906.0023206751052,85,100
3430.png,3,1587.092088853728,22,592.7312236286919,1559.958762974684,27,1753.5681434599157,57,100
3441.png,3,1715.403309810127,26,2652.984388185654,1695.3009104782,32,1535.420675105485,56,100
3453.png,3,1666.5430003164552,46,1724.0025316455694,1617.0310068917013,55,1847.1552742616034,37,100
3463.png,3,1908.7965548523205,16,953.8310126582278,1745.7091583684949,46,2377.1438818565407,48,100
3468.png,3,1376.93497056962,33,1131.2755274261604,1332.7318712025312,33,2423.828481012658,52,100
3471.png,3,1261.9329676863572,32,1319.7780590717298,1270.0878119901547,43,1046.9415611814345,46,100
3475.png,3,1670.3077875527433,26,1608.6575949367084,1593.0679507383977,28,2218.108227848101,53,100
3476.png,3,1822.1913240154713,23,1958.3647679324895,1812.7907339662445,27,1783.48164556962,64,100
3489.png,3,1811.3677810126576,45,3724.3702531645567,1810.552526265822,47,2726.7829113924054,43,100
350.png,3,1963.074932102673,26,6764.278902953584,1906.8932812236296,36,3129.883122362869,57,100
3512.png,3,2465.084637341772,28,4274.551898734177,2337.214773312236,45,4744.874683544303,53,100
3518.png,3,1800.1187789381154,14,871.3105485232069,1805.1728829817157,13,698.4966244725738,78,100
3528.png,3,2468.9766600562593,14,5977.299156118143,1967.000411111111,62,2224.6251054852323,38,100
3539.png,3,1820.419872046414,21,4532.340506329114,1866.014685548523,12,4058.2333333333327,72,100
354.png,3,2087.38063730661,32,4296.392616033756,2006.544791877637,33,2697.6059071729956,55,100
3540.png,3,1712.7894616033757,15,4791.42088607595,1732.5002664556966,7,3823.8525316455693,85,100
