img,buses,my_route_avg,my_route_buses,my_route_duration,gtfs_route_avg,gtfs_route_buses,gtfs_route_duration,no_bus_equal_trips,total_trips
2941.png,7,1702.8125342827002,44,4280.352320675105,1649.4088244725738,53,2814.079746835443,38,100
2955.png,7,1544.7078906720915,72,2425.381012658227,1591.351246383363,72,2720.239240506329,19,100
2967.png,7,1893.8098403857753,54,9088.463080168773,1899.863784644365,52,2075.808227848101,38,100
2974.png,7,1950.1156479053648,40,6497.612236286918,2022.559459599156,21,1174.0137130801688,55,100
2984.png,7,2018.407044303797,7,307.6103375527425,1982.2309561181432,15,1406.0873417721518,78,100
2985.png,7,1923.0191511452688,4,287.1278481012658,1833.33890421941,28,1627.7729957805905,68,100
2997.png,7,2177.3371892254377,26,647.6238396624474,1983.7611340265223,55,2030.1597046413501,42,100
3007.png,7,1611.6489571729958,54,4813.421518987343,1468.665729716697,66,3692.9921940928266,31,100
3010.png,7,1477.1199426913802,22,1436.143459915612,1440.9776669379146,31,1533.9175105485233,64,100
3011.png,7,1567.8114688969263,62,3729.1869198312233,1438.6957325647975,64,3278.421518987342,26,100
3015.png,7,1532.611997377938,57,2314.194514767932,1550.3325454641354,49,3674.8008438818556,37,100
3028.png,7,2029.6530506329118,44,8453.998945147681,1589.8579212176005,67,1955.0223628691983,31,100
3030.png,7,1671.2737444243517,49,5241.583333333333,1665.9055009795065,52,504.16708860759496,39,100
3041.png,7,2224.4965217751655,59,7549.738185654005,2104.1121615430975,73,3258.36582278481,22,100
3052.png,7,1427.768852953586,18,1583.1421940928271,1284.6224423146473,54,1473.4012658227846,36,100
3060.png,7,1969.14059823689,71,3422.0037974683537,2217.6014827004224,42,2801.631223628692,21,100
307.png,7,1604.8911903104279,69,4992.751898734176,1821.5891236889697,61,2683.3105485232063,24,100
3076.png,7,1624.8093345690174,59,3884.023628691984,1814.5703234026528,46,1036.5295358649792,31,100
308.png,7,1860.7825616636533,65,5586.028691983123,1827.4644098854726,69,1969.1065400843881,22,100
3082.png,7,1791.3483949367087,49,4184.50105485232,1873.606637658228,32,2444.760337552743,40,100
3086.png,7,2598.322682926462,68,2025.218987341772,2514.1486540385768,74,6674.600210970465,24,100
3088.png,7,1643.9561555907176,70,4468.167510548523,1890.1320957203136,33,2198.513080168776,30,100
31.png,7,2549.539713140447,64,4480.097257383965,2276.2511726341168,76,7659.423839662444,23,100
3110.png,7,1717.2847951024714,67,3153.198945147679,2089.1182779385163,24,1471.2381856540087,33,100
3131.png,7,1711.2196129294762,33,1071.8647679324895,1401.4695462628088,62,2132.302109704641,32,100
3136.png,7,1533.2683484930683,60,1193.3628691983124,1574.1299021097045,56,1128.990717299578,21,100
3139.png,7,1778.3606060277273,26,666.942194092827,1661.651360443038,63,2264.507805907174,32,100
3145.png,7,1742.7574614074738,28,1376.5023206751055,1673.8989324141053,44,1750.3525316455696,48,100
3183.png,7,1479.6026313441841,43,4642.708438818565,1390.2574968354436,39,1924.9483122362872,44,100
3185.png,7,1720.0133230409886,56,4110.368565400843,1835.3734785412892,39,975.6135021097048,38,100
3197.png,7,1813.6120474683544,37,2037.6616033755274,1620.9595263863778,60,2867.618565400845,37,100
3206.png,7,1823.7896966546114,55,2384.217299578059,1794.1680591621466,63,3579.5388185653997,29,100
3226.png,7,1602.307686814346,56,5113.085021097047,1445.28715200422,63,2896.12194092827,31,100
3238.png,7,1952.7376474231464,39,3064.5582278481,2030.7274491711878,12,1625.057594936709,54,100
3245.png,7,2059.9442253918023,60,6134.545569620252,2308.5513539330914,10,1365.3738396624472,40,100
3274.png,7,928.1795483122363,57,721.6084388185653,904.9380397679325,53,885.9770042194091,34,100
3278.png,7,1796.7306474834231,62,5373.346624472573,1766.4587247890283,59,1977.0983122362863,36,100
3280.png,7,1601.9273454942731,50,3644.494303797469,1473.6359545358648,63,1879.8238396624467,30,100
3286.png,7,1784.849007444243,59,4412.144514767932,1739.6794058167568,43,3379.547890295358,30,100
3288.png,7,1956.132921353225,47,7565.729746835444,1889.74643098252,51,4612.17341772152,35,100
3293.png,7,1737.592501145268,20,1955.6926160337548,1678.5734444394218,31,1432.6964135021099,64,100
3317.png,7,1539.055634704642,41,3398.0554852320683,1458.9964725738398,50,2044.5080168776365,42,100
3318.png,7,1608.8874560578658,36,4911.771729957804,1716.3597309222419,20,1407.3090717299579,57,100
332.png,7,2147.5916764315857,44,3951.6856540084386,1997.0938848251965,57,2174.029746835443,35,100
3324.png,7,2007.159771503918,56,1150.5373417721519,2228.9519835744422,3,1026.3552742616034,44,100
3329.png,7,2125.2167874472566,58,4366.854219409282,2144.717162145871,51,1477.1533755274259,32,100
3342.png,7,1527.7845011301986,52,5227.067932489451,1531.3926496081976,47,1617.601476793249,44,100
3350.png,7,1864.6249403104273,63,6085.931856540084,1892.9792065400848,60,1488.9289029535864,19,100
3352.png,7,1551.8641187010248,64,4284.736497890294,1749.6901919831225,63,1983.7424050632912,25,100
3381.png,7,2263.82120976492,28,9596.472573839663,1982.1667871609402,62,3230.242616033755,37,100
3383.png,7,2604.0244933996387,65,1756.6360759493673,2584.8583279385175,69,4157.5151898734175,24,100
3387.png,7,1814.7615532700415,48,1591.8561181434602,1559.466278134418,69,2866.5390295358643,31,100
3391.png,7,2661.908251687762,49,2076.3373417721523,2583.5235770946347,30,4474.443670886076,39,100
3392.png,7,2473.4620783152504,30,1636.5147679324891,2496.5355343580477,24,8310.144303797466,59,100
3396.png,7,1164.0825885623872,71,3129.6575949367093,1292.6854378089208,45,2875.5641350210967,29,100
342.png,7,1753.7298685503315,51,6764.278902953584,1929.835229113925,45,3129.883122362869,35,100
343.png,7,1913.9855538426764,44,10058.848734177212,2102.2931151446655,19,3906.0023206751052,53,100
3430.png,7,1870.9207412899343,31,592.7312236286919,1721.442192736589,54,1753.5681434599157,38,100
3441.png,7,1587.342600632911,55,2652.984388185654,1586.6613615883055,51,1535.420675105485,38,100
3453.png,7,1520.8058670886082,46,1724.0025316455694,1498.1289914556965,68,1847.1552742616034,23,100
3463.png,7,1665.397454234479,23,953.8310126582278,1485.10739293249,43,2377.1438818565407,49,100
3468.png,7,1500.5633984327903,33,1131.2755274261604,1297.9139730259194,59,2423.828481012658,30,100
3471.png,7,1135.4793690928275,42,1319.7780590717298,1169.3995518987344,44,1046.9415611814345,42,100
3475.png,7,1561.8952241561178,27,1608.6575949367084,1518.3510357896316,24,2218.108227848101,59,100
3476.png,7,1750.785609267632,33,1958.3647679324895,1715.9542265521395,49,1783.48164556962,47,100
3489.png,7,1679.831901868595,79,3724.3702531645567,1722.3503921790234,74,2726.782911392405,12,100
