img,avg_stop_distance
592.jpg,208.5530085104862
593.jpg,214.6861188386452
594.jpg,185.3328271645249
595.jpg,238.05948085037056
596.jpg,201.57025703162662
597.jpg,206.47725891694927
598.jpg,226.46917862790204
599.jpg,200.69145149688708
600.jpg,204.93819590501835
601.jpg,225.94759605427896
602.jpg,200.36392749443476
603.jpg,292.91689763217
604.jpg,335.8606603710108
605.jpg,395.41077428364025
606.jpg,352.97601433415394
607.jpg,435.85508104080276
608.jpg,313.94901525928225
609.jpg,338.2342741765298
610.jpg,492.4751184388747
611.jpg,353.68188903405866
612.jpg,295.45668224798743
613.jpg,414.5606142846969
614.jpg,346.1802894635501
615.jpg,203.1552354236204
616.jpg,284.34607883409285
617.jpg,373.9116492656156
618.jpg,454.822612915489
619.jpg,242.54324290808464
620.jpg,298.4911598801869
621.jpg,370.58881913406327
622.jpg,190.413522214305
623.jpg,264.84974149838825
624.jpg,272.94137254576253
625.jpg,364.4058668605869
626.jpg,1014.500451845019
627.jpg,1321.071290278707
628.jpg,1130.7949897170474
629.jpg,1117.4984933684295
630.jpg,2612.9438630034647
631.jpg,663.7980890307853
632.jpg,268.01200772836836
633.jpg,274.3580117358191
634.jpg,242.11558445979387
635.jpg,228.45282361653054
636.jpg,272.58408376831056
637.jpg,269.21467965220086
638.jpg,402.9056301467556
639.jpg,438.0678039146991
640.jpg,322.75288842061076
641.jpg,433.3392760550431
642.jpg,188.84241167638058
643.jpg,300.1763925040302
644.jpg,196.93127596365292
645.jpg,240.3993552457512
646.jpg,226.75827611545142
647.jpg,304.65473652380865
648.jpg,328.39224037629185
649.jpg,308.8066704803246
650.jpg,288.82121655587315
651.jpg,324.16736770335115
652.jpg,210.0232491659085
653.jpg,236.46534205598147
654.jpg,315.6314686403347
655.jpg,287.6775040529357
656.jpg,274.36113046564725
657.jpg,279.81974301772027
658.jpg,263.1494957456157
659.jpg,392.42100949849396
660.jpg,311.4016483637228
661.jpg,293.8733225510327
662.jpg,275.2068773814514
663.jpg,287.6863460357765
664.jpg,379.1481057934234
665.jpg,301.57840296282643
666.jpg,232.46945814611644
667.jpg,327.3196090964971
668.jpg,185.63471513958248
669.jpg,212.03091954552525
670.jpg,190.41207354083937
671.jpg,252.4857525871342
672.jpg,2103.2718741913145
673.jpg,188.81479140057962
674.jpg,207.46898671695863
675.jpg,458.66187370671025
676.jpg,365.693999738258
677.jpg,555.3068010498466
678.jpg,471.5609638747029
679.jpg,190.413522214305
680.jpg,264.84974149838825
681.jpg,434.2377997558164
682.jpg,262.14306547037575
683.jpg,275.0893459788586
684.jpg,275.6728967315067
685.jpg,248.58006533490047
686.jpg,272.4503909591699
687.jpg,242.83151299473155
688.jpg,323.75973633871314
689.jpg,245.841980157899
690.jpg,313.8278842555652
691.jpg,295.94372871849
692.jpg,368.00655119274427
693.jpg,263.8563607639061
694.jpg,291.5647541349427
695.jpg,371.7534726330891
696.jpg,257.78368573984307
697.jpg,305.8036378816424
698.jpg,338.2350273972116
699.jpg,635.0931672263158
700.jpg,300.4364667285649
701.jpg,248.73632156577753
702.jpg,237.76614019136557
703.jpg,288.514946110981
704.jpg,285.05008303721263
705.jpg,616.6990133260867
706.jpg,273.46916585024843
707.jpg,302.911979135345
708.jpg,306.21153739288536
709.jpg,245.85367987231717
710.jpg,269.14575281013913
711.jpg,689.7918454887234
712.jpg,514.1475129299321
713.jpg,664.9552371800919
714.jpg,817.2987425283169
715.jpg,220.41807002076936
716.jpg,458.3343256196448
717.jpg,492.9725601823308
718.jpg,418.78504485471774
719.jpg,261.65364743051975
720.jpg,480.8267225638613
721.jpg,330.9871075872873
722.jpg,328.97084901651317
723.jpg,553.2103119559571
724.jpg,587.4081999406992
725.jpg,1030.6190172314489
726.jpg,274.59002533859336
727.jpg,569.7687839229111
728.jpg,251.57873156087228
729.jpg,270.94201202426893
730.jpg,218.1930512463388
731.jpg,217.6467038965656
732.jpg,655.8241137548113
733.jpg,248.867915226801
734.jpg,645.9302321315894
735.jpg,395.0904894781085
736.jpg,405.7184692810955
737.jpg,342.7997492157982
738.jpg,352.4810370805306
739.jpg,304.7477473618928
740.jpg,310.6814678058585
741.jpg,340.24508239905447
742.jpg,285.86707141492235
743.jpg,278.5412005489165
744.jpg,302.62111665535474
745.jpg,318.93697902343587
746.jpg,220.6814551688107
747.jpg,217.99055836238222
748.jpg,336.782079860949
749.jpg,277.3323649147371
750.jpg,250.14684858473643
751.jpg,295.78597705987215
752.jpg,281.399868008915
753.jpg,264.5090169606994
754.jpg,264.56448276509275
755.jpg,265.9646971591018
756.jpg,260.10907131167033
757.jpg,373.74831566347956
758.jpg,344.6125799116956
759.jpg,339.18205979890655
760.jpg,355.04818892454654
761.jpg,278.83303514760644
762.jpg,202.85643879017127
763.jpg,205.1059158554675
764.jpg,203.55788453257787
765.jpg,223.2721401791341
766.jpg,413.33054934485733
767.jpg,240.29306913064516
768.jpg,293.47162568412494
769.jpg,294.89639001946585
770.jpg,318.5577143694825
771.jpg,248.36305228322882
772.jpg,225.81853774813723
773.jpg,243.2658686615664
774.jpg,251.29898767446633
775.jpg,228.55182393348863
776.jpg,305.3238072417172
777.jpg,277.8351872006367
778.jpg,211.92420020811693
779.jpg,215.3348534351742
780.jpg,378.3425327418572
781.jpg,254.45208939975126
782.jpg,289.1882326554822
783.jpg,245.47532495924932
784.jpg,284.14428083262385
785.jpg,280.0622624922506
786.jpg,204.8499629188097
787.jpg,303.4812379550437
788.jpg,287.51883322061695
789.jpg,313.02991123746096
790.jpg,236.8906787833766
791.jpg,201.4920812785431
792.jpg,208.38435084708118
793.jpg,319.11974901498434
794.jpg,260.15284423748244
795.jpg,315.0424558790877
796.jpg,283.39992087415106
797.jpg,286.0997450694735
798.jpg,279.7688491497532
799.jpg,241.41595948052097
800.jpg,253.36215250530125
801.jpg,199.64657127589865
802.jpg,304.36146646164593
803.jpg,264.87525020473373
804.jpg,266.02097545199666
805.jpg,202.40571516653281
806.jpg,286.12015978123935
807.jpg,227.5059684297812
808.jpg,261.29255547970297
809.jpg,240.21978488189336
810.jpg,317.0668773286899
811.jpg,271.894115484093
812.jpg,247.17136870334605
813.jpg,215.4581402832418
814.jpg,307.5859427466593
815.jpg,298.0579973385737
816.jpg,251.50643866656762
817.jpg,252.3476154784995
818.jpg,241.91569393347245
819.jpg,242.7817062856697
820.jpg,266.833207271806
821.jpg,330.19813012210886
822.jpg,234.9907269199761
823.jpg,272.33397175355583
824.jpg,346.3607068450192
825.jpg,280.6634776399138
826.jpg,205.1402961246847
827.jpg,292.8458005531886
828.jpg,230.62620519168235
829.jpg,225.15346128244573
830.jpg,305.24565594067883
831.jpg,268.67046807209715
832.jpg,249.50956663690232
833.jpg,235.6389910131973
834.jpg,264.46862624990746
835.jpg,279.7451923640658
836.jpg,254.10525579768282
837.jpg,237.73631405222218
838.jpg,255.46592633659094
839.jpg,223.6387636399341
840.jpg,216.83473003211807
841.jpg,266.5543184042924
842.jpg,234.8905776071798
843.jpg,218.5013254513964
844.jpg,303.09766759328846
845.jpg,241.58877261047263
846.jpg,282.47350339416346
847.jpg,299.108364340044
848.jpg,282.1001679336139
849.jpg,266.02494339249546
850.jpg,255.87640974491495
851.jpg,246.3376922354863
852.jpg,253.29549215591572
853.jpg,291.89921707696845
854.jpg,279.38848618080925
855.jpg,298.1734438003778
856.jpg,287.2317097445282
857.jpg,285.48347021005674
858.jpg,278.4162367874992
859.jpg,277.6007319382008
860.jpg,320.2977902309554
861.jpg,329.5919412912945
862.jpg,320.2017864427628
863.jpg,264.0408417794091
864.jpg,318.8865862019596
865.jpg,321.053878697224
866.jpg,475.12209974990196
867.jpg,355.8341834842801
868.jpg,276.4895930258785
869.jpg,288.8735973774949
870.jpg,290.9726443561712
871.jpg,291.4126999880097
872.jpg,261.4557823636104
873.jpg,266.5177871056843
874.jpg,256.42201480480594
875.jpg,333.74545109539457
876.jpg,229.5980155879869
877.jpg,257.7904563220687
878.jpg,262.4820738397065
879.jpg,256.05572096027777
880.jpg,330.2884593303437
881.jpg,231.0819534800147
882.jpg,306.64340830018114
883.jpg,315.49746888612583
884.jpg,300.5268876093592
885.jpg,283.41810160798764
886.jpg,297.1580728760825
887.jpg,249.5470498865216
888.jpg,293.31310275188247
889.jpg,282.7561649595164
890.jpg,338.0462049280588
891.jpg,282.8736186037548
892.jpg,265.293004901979
893.jpg,199.00044149656497
894.jpg,258.65073638290244
895.jpg,270.3257267225613
896.jpg,254.99906716066215
897.jpg,271.80020237646215
898.jpg,248.9139408066247
899.jpg,296.7213021866034
900.jpg,261.2730195843528
901.jpg,335.53127604151206
902.jpg,254.99688551632946
903.jpg,332.00887323659555
904.jpg,299.25373041546624
905.jpg,266.218932970526
906.jpg,278.4987984970159
907.jpg,311.7019200928495
908.jpg,332.6441997848532
909.jpg,309.5413901980101
910.jpg,307.4406845292269
911.jpg,398.1851746542852
912.jpg,398.1851746542852
913.jpg,225.6571068029079
914.jpg,256.0997617978078
915.jpg,250.38634825206682
916.jpg,272.7858995199903
917.jpg,288.8560871832027
918.jpg,204.45912593905095
919.jpg,219.03519763814054
920.jpg,261.74130408345695
921.jpg,243.21310700038939
922.jpg,230.40720211959027
923.jpg,245.41376330566655
924.jpg,258.6667898736354
925.jpg,289.57849837702236
926.jpg,397.1008637301103
927.jpg,377.50620904958095
928.jpg,267.8261427932116
929.jpg,269.1782460836049
930.jpg,383.21252683629274
931.jpg,345.91114107912506
932.jpg,384.0265830509455
933.jpg,415.19047263767146
934.jpg,499.5284641992263
935.jpg,434.3502478464079
936.jpg,395.12788113829316
937.jpg,317.3590257753042
938.jpg,474.9804025912029
939.jpg,435.8171989504712
940.jpg,362.22366585117135
941.jpg,330.390017781075
942.jpg,397.228025718573
943.jpg,457.84704320966995
944.jpg,1051.0341726660567
945.jpg,311.01318852795873
946.jpg,320.3275016321387
947.jpg,378.6564550237242
948.jpg,484.7228856350676
949.jpg,390.21742848204167
950.jpg,261.9693577289216
951.jpg,370.8543963125626
952.jpg,321.8990504270808
953.jpg,237.1057392626922
954.jpg,324.67131824330716
955.jpg,302.33206600214015
956.jpg,441.41138842227144
957.jpg,295.9329069372571
958.jpg,286.54979958301817
959.jpg,509.8183566831457
960.jpg,223.55625597734493
961.jpg,223.55625597734493
962.jpg,298.11472305673766
963.jpg,242.85598651031654
964.jpg,257.630702489397
965.jpg,233.71931774156545
966.jpg,259.1709639312848
967.jpg,248.75498676900202
968.jpg,229.4039770244273
969.jpg,243.56525017486905
970.jpg,427.2193361762925
971.jpg,242.33503544500144
972.jpg,240.76507434096231
973.jpg,267.5374098513693
974.jpg,246.12743980192676
975.jpg,226.05444765132714
976.jpg,265.1689481112988
977.jpg,257.84491220996676
978.jpg,229.39783740338564
979.jpg,286.1701055094765
980.jpg,336.633956397645
981.jpg,313.51817422200025
982.jpg,304.4217365083823
983.jpg,214.7286943125315
984.jpg,288.35875750715786
985.jpg,288.35875750715746
986.jpg,812.7029771097332
987.jpg,893.0857475226878
988.jpg,294.6906276106623
989.jpg,2696.441546503108
990.jpg,743.6531364604191
991.jpg,536.7773716473046
992.jpg,664.9862849688955
993.jpg,842.6509508125504
994.jpg,338.0600197302792
995.jpg,373.14314450078393
996.jpg,668.0899380971671
997.jpg,301.92126580323014
